name	full_name	id	description	language	size	watchers	forks	stargazers_count
sushi	romemore/sushi	26433412	A framework based on Parse to keep your data up-to-date in your mobile apps 	Java	1284	6	0	6
Apache-Flex-iOS-7-App	HDsign/Apache-Flex-iOS-7-App	19255969	This application show how to make your Apache Flex mobile app look like native iOS 7.	CSS	3176	6	0	6
template-blank-ad-project	gomobile/template-blank-ad-project	24956638	[App Designer Ready] Use this template to develop cross-platform mobile app using the drag-and-drop UI designer and your choice of UI widgets provided by Intel App Framework, jQuery Mobile, Bootstrap or Topcoat. Apps developed with this template can be built to run on various mobile devices as well as in a mobile browser.	JavaScript	217	6	4	6
codeigniter3-cinder	monsterlane/codeigniter3-cinder	25418519	Cinder is designed to provide a single page app like experience for websites, wep apps, or web based mobile apps.	PHP	2622	6	0	6
MP3QuranForAndriod	abodehq/MP3QuranForAndriod	7343999	MP3 QURAN is an online Quran app for Android users to listen all surahs of quran online using Amazon streaming service. you can create your own web, Desktob, Mobile apps. using our API service and for free :  http://mos7af.com/mp3quranapi/ ** you can create as many playlists as you want in avery easy way, also you can download any sura to your Device.	Java	4459	6	5	6
ATPHP	kelvindc/ATPHP	6079758	lightweight PHP prototyping framework aim to rapid develop CRUD backend with MySQL for Mobile App and HTML5 ajax based applications.	PHP	108	6	0	6
webStorage	developerdynamo/webStorage	43132732	angular module for simply save data (single values, object, array) into browser local storage for web and mobile app.	JavaScript	47	6	0	6
testmunk_gem	testmunk/testmunk_gem	23200672	The testmunk gem assists you in creating Calabash tests based on the Page Object Model. It supports Android and iOS and contains many useful methods that are used to interact with your mobile app.	Ruby	397	6	1	6
Ext.ux.touch.ListOptions	SwarmOnline/Ext.ux.touch.ListOptions	2910812	This plugin duplicates the functionality found in Twitter’s mobile apps where an options menu is exposed after swiping over an item in a list.	null	916	6	0	6
devcycle-mobile-app	TourTrak/devcycle-mobile-app	14897076	The hybrid cross platform mobile app build for the TD Five Boro Bike Tour. 	JavaScript	856280	5	3	5
Adler-Mobile-App	lucasqiu/Adler-Mobile-App	13686400		null	11199	5	4	5
mediawiki-extensions-MobileApp	wikimedia/mediawiki-extensions-MobileApp	14378352	Github mirror of  MediaWiki extension MobileApp - our actual code is hosted with Gerrit (please see https://www.mediawiki.org/wiki/Developer_access for contributing	CSS	225	5	6	5
mobile-app-seed	darlinglele/mobile-app-seed	28530848	PhoneGap + Framework7 + AngularJS + RequireJS 快速移动开发模板 (Life's too short to be taken seriously) 	CSS	1404	5	2	5
WordpressMobileApp	CraigChilds94/WordpressMobileApp	20396909	A template for a HTML5 mobile app, using cordova which integrates a Wordpress feed.	Java	16884	5	2	5
carcloud-mobile-app	imduffy15/carcloud-mobile-app	24801788	Mobile Application for CarCloud	JavaScript	10124	5	2	5
ReactApp	jay3dec/ReactApp	34607275	Mobile App Using ReactJS	JavaScript	7	5	4	5
mobile	chamilo/mobile	24545696	PhoneGap mobile app	JavaScript	13160	5	3	5
Mobile-Applications-for-iOS	TelerikAcademy/Mobile-Applications-for-iOS	25212732		Objective-C	28798	5	8	5
cloud-hana-mobile-app-tutorial	SAP/cloud-hana-mobile-app-tutorial	41816520	Illustration of the logon and OData access functions with the SAP's Mobile SDK for native apps.	Java	45	5	3	5
wildrank-desktop	nwalters512/wildrank-desktop	20710987	The desktop companion to the WildRank mobile app.	Java	13499	5	8	5
qrcodemobile	lbracegirdle/qrcodemobile	6471727	QR Code Mobile App for PhoneGap	null	1192	5	7	5
Android-Mobile-App	longinus89/Android-Mobile-App	4227722	A Project for Google application mobile.	Java	3012	5	1	5
KPFT-Mobile-App	MojoHand/KPFT-Mobile-App	580779	iPhone companion to KPFT 90.1FM Houston	Objective-C	136	5	1	5
Crossfit-mobile-app	jumptack/Crossfit-mobile-app	1739692	Titanium crossfit mobile application	Objective-C	36604	5	0	5
angular-cordova-device	xelita/angular-cordova-device	15612009	Bring Apache Cordova Device API to AngularJS Mobile Apps...	JavaScript	200	5	5	5
app-ocr-functions	jamesmontemagno/app-ocr-functions	65061587	Cognitive Services, Azure Functions, Azure Mobile Apps, and Xamarin	C#	440	5	4	5
ViSH_mobile	ging/ViSH_mobile	6668811	Mobile apps for ViSH platform	Objective-C	15309	5	1	5
TitaniumOpenBadges	smachaje/TitaniumOpenBadges	6944318	Open Badges mobile app in Appcelerator Titanium	JavaScript	5020	5	3	5
treemo-mobile	treemoapp/treemo-mobile	38384089	Hybrid mobile app	JavaScript	42167	5	1	5
jak-android	JAKBank/jak-android	19909673	Android mobile app for JAK Members Bank	Java	1691	5	3	5
bashrety	jinjin86/bashrety	17247782	bashrety mobile app	JavaScript	27996	5	0	5
ShopingMall	ruifeng2357/ShopingMall	29391789	This is app for android that can buy & sell goods via mobile app.	Java	16036	5	5	5
song-mixer	kpiszczek/song-mixer	11060939	Project for "Creative Programming for Digital Media & Mobile Apps"	JavaScript	6912	5	3	5
podverse	podverse/podverse	33634509	Podcast subscribing and clip sharing mobile app	Swift	52808	5	2	5
titanium-lib	lasar/titanium-lib	5242918	Simple collection of tools for developing Titanium mobile apps	JavaScript	143	5	1	5
oky	jsdf/oky	14626480	An okayish framework for mobile apps with Backbone.	JavaScript	220	5	2	5
eat-this-one	eat-this-one/eat-this-one	34574822	Open Source mobile app to share meals with your colleagues at work or at the uni during lunch time.	JavaScript	5214	5	6	5
app	ogijima-library/app	59541384	Mobile app for Ogijima library	JavaScript	6290	5	1	5
localart	Code4HR/localart	20774437	An HTML5 mobile app for navigating & browsing locations of public art, architecture, and culture in Norfolk, VA.	JavaScript	3799	5	6	5
meteor-mobile-boilerplate	arbesfeld/meteor-mobile-boilerplate	27208779	Starting point for mobile apps	CSS	424	5	1	5
neopet	PETComputacaoUFPR/neopet	43711682	Mobile app for Flarum (flarum.org) made with Ionic	JavaScript	2826	5	2	5
YoIntervengoiOS	Olinguito/YoIntervengoiOS	29377615	Yo Intervengo Mobile App iOS	Objective-C	34203	5	1	5
rovermob	michaellperry/rovermob	32901320	Rover mobile app framework	C#	137	5	2	5
tv-ionic	tvlive/tv-ionic	26191650	mobile app using ionic framework	JavaScript	7598	5	1	5
usergrid-mobile	snoopdave/usergrid-mobile	24797533	Example jQuery-Mobile & Cordova mobile app, backed by Usergrid	JavaScript	34076	5	2	5
USIMobileApp	arael/USIMobileApp	7822111	Mobile app for the USI Campus; Cordova and Sencha based	JavaScript	12640	5	2	5
Flex-Demo-4.10.0-mobile	HDsign/Flex-Demo-4.10.0-mobile	11554018	Flex 4.10.0 Experimental Layouts Demo Mobile App	null	540	5	2	5
wildgarlic	funkatron/wildgarlic	1259068	a simple urbandictionary mobile app, written in JavaScript with the Jo framework	JavaScript	412	5	2	5
Shion-Touch	audaciouscode/Shion-Touch	2614064	Shion mobile app for iOS devices	null	2993	5	1	5
BLE_Debugger_Android	JUMA-IO/BLE_Debugger_Android	49632371	This is a mobile APP for transferring raw data to/from BLE(Bluetooth Low Energy) devices. It is a powerful debugging tool for developers to identify or test BLE issues. 	Java	563	5	6	5
seed-angular-cordova	olivejs/seed-angular-cordova	42421370	Olive seed for AngularJS and Cordova to build ambitious mobile apps	JavaScript	924	5	2	5
stormpath-android-notes-example	stormpath/stormpath-android-notes-example	54159348	Integrating Stormpath into a mobile app	Java	7596	5	0	5
shoppinglist	mariogarcia/shoppinglist	6437594	A Grails + AngularJS example (Web mobile app)	JavaScript	460	5	2	5
django-phonegap	cwurld/django-phonegap	15737089	Demo showing creation of Phonegap mobile app, integrated with Django via REST.	Python	160	5	2	5
testing-hybrid-apps-with-appium	afternoon/testing-hybrid-apps-with-appium	24142120	Presentation and example of testing a hybrid mobile app with Appium	JavaScript	184	5	2	5
Fall15_MAD_class_examples	CUATLAS/Fall15_MAD_class_examples	41715598	Fall 15 Mobile App Development class examples	Swift	15143	5	1	5
digital-mass	xmatthewx/digital-mass	3994170	A bare-bones mobile app used to trace & share your bicycle commutes for posterity!	JavaScript	1061	5	2	5
GouvCamp-mobile	jolicode/GouvCamp-mobile	3770701	Mobile app for the GouvCamp 2012	JavaScript	3936	5	0	5
my-bike-lane-mobile	jessamynsmith/my-bike-lane-mobile	35011182	Mobile app for my-bike-lane	CSS	1933	5	2	5
template-blank-cordova-project	gomobile/template-blank-cordova-project	24964785	Use this template to develop cross-platform mobile apps that can be built to run on various mobile devices as well as in a mobile browser. This template has all the device initialization code necessary for creating a mobile app using Cordova or Intel XDK APIs.	JavaScript	301	5	3	5
ibm-worklight-angular	g00glen00b/ibm-worklight-angular	16272108	A simple todo-app called YaTa (Yet Another Todo App) with only one goal: to create an IBM Worklight mobile app using AngularJS and the Ionic UI framework.	JavaScript	596	5	3	5
appception-tahoe	aristiden7o/appception-tahoe	10902802	Mobile App Performance Challenge: Native vs. HTML5 Hybrid Apps	Ruby	668	5	0	5
coApp	coimotion/coApp	21081867	A small framework to build COIMOTION powered mobile apps	JavaScript	848	5	0	5
Kissmetrics-JS-for-Appcelerator	acktie/Kissmetrics-JS-for-Appcelerator	3966571	A Javascript library to send Kissmetrics event from Appcelerator mobile apps	JavaScript	1642	5	1	5
Comic-Surfer	jcalonso/Comic-Surfer	4177783	HTML5 Comic visualizer mobile App and authoring tool	JavaScript	1557	5	1	5
Centre-Events	bob-sims/Centre-Events	3381217	Conference or event mobile app prototype in Appcelerator Titanium Mobile.	JavaScript	1205	5	1	5
app-mobile-angularjs-ratchet2	vicentegarcia/app-mobile-angularjs-ratchet2	17611089	Sample Mobile App built with AngularJS and Ratchet 2.0	JavaScript	208	5	1	5
blinker	rakyll/blinker	39310324	A tiny Raspberry Pi program controlled by a Go mobile app	Go	128	5	1	5
TGFramework-Android	techgrains/TGFramework-Android	30280277	TGFramework is to provide developer friendly library, that can help to improve feature development rather focusing on common structure creation during every mobile app development. 	HTML	1207	5	3	5
Simply-Mobile-UI	Skiing-Marmot/Simply-Mobile-UI	10438640	Provide a graphical interface forthe Simply Mobile app generator. Allow you to build complete Appcelerator Titanium mobile apps by drag and drop.	JavaScript	1292	5	0	5
py3_google_authenticator	yurri/py3_google_authenticator	11232805	A back-end module to use with Google Authenticator mobile app written in Python 3	Python	128	5	0	5
NoKunda	MHaroonBaig/NoKunda	24998862	NoKunda Mobile app is designed to Report Electricity theft happening in Pakistan.	Objective-C	93429	5	1	5
BB10-WebWorks-Community-Samples-Augmented-Reality	georgemck/BB10-WebWorks-Community-Samples-Augmented-Reality	10133090	Sample project for creating Mobile Augmented Reality Mobile Apps for the BlackBerry 10 platform	null	2008	5	1	5
fuzzer	bunqcom/fuzzer	41110024	Program for testing a mobile app by sending it semi-random inputs.	Java	188	5	1	5
alcohol-app	PhantomAppDevelopment/alcohol-app	54793818	An Adobe AIR mobile app that uses the Yelp V2 API, Geolocation, OpenStreetMaps and SQLite.	ActionScript	286	5	0	5
100apps	addr/100apps	53506628	I'm creating 100 mobile apps in 100 days. Mostly Swift/iOS, maybe some React Native.	Objective-C	37988	5	1	5
PhoneGapWakandaStudioExtension	saadmos/PhoneGapWakandaStudioExtension	10317167	A Wakanda Studio Extension that could be used to convert a web mobile app to a native one after send it to build PhoneGap, the input of the extension is the current project that should contains the smatphone page and the output is a zip file that should be uploaded to the build phonegap website	JavaScript	1096	5	4	5
FitnessApp	ruifeng2357/FitnessApp	29488076	This is an Android & iPhone app for own health state can record, analysis and share using mobile app	Java	3174	5	1	5
Drupal-Services---Titanium-Example	DigitalFrontiersMedia/Drupal-Services---Titanium-Example	3398230	An example Titanium Mobile App demonstrating how to connect to Drupal Services 7.x-3.x via XMLRPC	Objective-C	20394	5	1	5
passwordless-login	denismo/passwordless-login	14466694	Login into mobile apps and website on the Internet without entering your password or sharing any other private information	Erlang	220	5	1	5
ImageChooserSample	ipragmatech/ImageChooserSample	34179700	This is sample application for using facebook fresco and imagechooselibrary to upload the picture from library or camero for android mobile app	Java	192	5	1	5
Unity-ANE	lilili87222/Unity-ANE	47123279	UnityAds ane for flash air mobile app ,witch enable as3 developer integrate Unity video Ad and rewarded video ads in their IOS and Android apps	ActionScript	11863	5	0	5
shakara	saniyusuf/shakara	61245583	Shakara is an open source mobile app for finding great designs for your Nigerian Ankara. Originally conceived by Uyoyo Sule. This is the Ionic spinoff of the app. 	CSS	1003	5	1	5
ChurchMobile	RyannosaurusRex/ChurchMobile	2130923	A cross-platform mobile app for our mobile church that has no building.  Communication is key and this app aims to offer mobile updates to replace bulletins and notifications of different venues, happenings and events.  Built on PhoneGap and JQuery Mobile.	JavaScript	1087	5	2	5
Android-Mobile-Banking-Demo	knurld/Android-Mobile-Banking-Demo	58183502	Add the power of voice based authentication to your mobile apps - Sample Native Android Mobile Banking App using Knurd.io Speaker Verification APIs	Java	601	5	1	5
IBM-Bluemix-iOS	IBM-Bluemix/IBM-Bluemix-iOS	50672670	With the IBM Mobile Console for Bluemix mobile app, you can always know the status of your most critical cloud applications, even on the go.	null	3	5	2	5
Eventarin	DavidSilverlight/Eventarin	23046044	Event Management Tool used for conferences built on Xamarin mobile development technology. Used to create mobile apps for local conferences that allow attendees to view sessions, events, build a schedule and other features that are voted on by the community.	C#	86234	5	1	5
Ushahidi_WinMobile	ushahidi/Ushahidi_WinMobile	198800	Ushahidi Windows Mobile App. Ushahidi is a platform that crowdsources crisis information, allowing anyone to submit crisis information through text messaging using a mobile phone, email or web form.  Windows Mobile PocketPC 2003 - Windows Mobile 6 PocketPC - Windows Mobile 6 SmartPhone	C#	41994	5	1	5
App-invites	shivasurya/App-invites	34559942	App invites - Facebook Developers.App Invites are a rich and personal way for people to invite their Facebook friends to a mobile app.Example repo For Android App Project build with Android Studio.	Java	223	5	1	5
PDFReporter	OpenSoftwareSolutions/PDFReporter	20092527	The library is a fork of the popular open source Jasper Reports and supports the common features provided by Jasper Reports, but offline and for mobile apps. The PDFReporter library supports iOS, Java and Android library, Windows experimental. For your document and report design you use the PDFReporter Studio where you can visualize your data.	Java	137864	5	1	5
My-Diary-mobile-app	jihonrado/My-Diary-mobile-app	5331286	Simple diary mobile app built using HTML5, local storage, geolocation, offline capabilities, CSS3 transitions and google maps API. Final assignment of the "Mobile Web 2: Applications" course (by W3C Dev Campus).	JavaScript	240	4	6	4
PyCon-Mobile-App	pythonindia/PyCon-Mobile-App	62886917	PyCon India App developed with Kivy	Python	7349	4	8	4
dreamhouse-mobile-app	dreamhouseapp/dreamhouse-mobile-app	58014896	DreamHouse customer-facing mobile application built with the Salesforce Mobile SDK	JavaScript	4166	4	5	4
PyDelhiMobile	akshayaurora/PyDelhiMobile	52424092	Mobile App for PyDelhi	Python	2824	4	8	4
Shodan.io-mobile-app	PaulSec/Shodan.io-mobile-app	37527132	Official repository for the Shodan.io mobile Application	null	11227	4	5	4
klipsmobile	gelhaar/klipsmobile	3219684	KLIPS mobile-App	PHP	420	4	3	4
DMGY9103-MobileApps-SP15	IDMNYU/DMGY9103-MobileApps-SP15	29982023	Repository for the IDM Spring 2015 Mobile Apps Course	null	552	4	14	4
guide-mobile_app_conception	DISIC/guide-mobile_app_conception	51932206	Ce guide présente les étapes à effectuer pour créer une application mobile accessible. Le but est de définir les spécifications fonctionnelles avec les zonings, de définir l'ergonomie et la navigation dans l'application et de créer les maquettes pour fournir au développeur tous les éléments nécessaires à la création d'une application accessible.	null	142	4	2	4
mobile-app-development-ios	solarphinn/mobile-app-development-ios	64133755	Code examples for Mobile Application Development for iOS.	Swift	146	4	2	4
bootstrap-mobile-app-mvc-skeleton	AndiDog/bootstrap-mobile-app-mvc-skeleton	6269744	Brunch skeleton for a performant application with modular routing & screen navigation approach (push/pop, support for tabs, transitions), MVC-based, using CoffeeScript (and optionally Stylus and Handlebars), Twitter's Bootstrap for styling	Java	5934	4	2	4
mobile-app	AdlerMobile/mobile-app	14479041	Mobile Navigation and Tour App for Adler Planetarium.	Objective-C	41182	4	1	4
mobile_app	unl/mobile_app	2127101	Phonegap Mobile App	JavaScript	408	4	1	4
on-the-go-api	zendtech/on-the-go-api	22676969	API part of Zend On The Go mobile app	PHP	291	4	12	4
rapt-resources	ScottyB/rapt-resources	17119209	List of mobile app prototyping tools	null	116	4	6	4
Fall16_MAD	CUATLAS/Fall16_MAD	66048156	Mobile App Development class examples	Swift	4194	4	4	4
bond-content	Icenium/bond-content	23078674	Interactive tutorials for building mobile apps with Telerik Platform	null	680	4	10	4
generator-mobile-app	peutetre/generator-mobile-app	13570734	[Deprecated, look at tarifa.tools] A Yeoman generator for mobile web apps using Cordova	JavaScript	308	4	0	4
angulargap.github.io	ejchet/angulargap.github.io	16868047	AngularGap is a beautiful front-end framework for developing hybrid mobile apps in HTML5.	CSS	2038	4	8	4
AzureFileSync	nishanil/AzureFileSync	49003309	Samples for Azure Mobile Apps (File Sync support)	C#	315	4	6	4
tipBru	martingrondein/tipBru	55313416	tipBru - Android Mobile App	HTML	1018	4	2	4
mobile	huicloud/mobile	46468217	a mobile app powerd by Dzh Cloud and React Native	Objective-C	9941	4	5	4
moodle-local_mobile	moodlehq/moodle-local_mobile	20225945	Local plugin for extending the current Moodle Mobile app features	null	1434	4	14	4
azure-mobile-apps-with-ionic	Microsoft/azure-mobile-apps-with-ionic	62677875	Ionic template integrated with Azure mobile app services	JavaScript	4111	4	4	4
Heinz-Disaster-Response-Mobile-Application	aaronmgross/Heinz-Disaster-Response-Mobile-Application	2695854		JavaScript	17661	4	3	4
Mobile-App-Back-End	vlasboius/Mobile-App-Back-End	48694189	Used technologies: Node.JS (Express), Firebase, Firebase Token generator, Twilio, Ionic push server	JavaScript	5	4	0	4
coa-nolahealth-mobile	togakangaroo/coa-nolahealth-mobile	3545958	Code For America HackDay Nola Health Mobile app	Ruby	581	4	3	4
xuetangx-Mobile	gaoyan10/xuetangx-Mobile	14795057	XuetangX(Tsinghuax or Edx Moocs project) Mobile App and simulator API Server by node.js	JavaScript	4405	4	5	4
android-client	rutgersmobile/android-client	18813418	Android client for the official Rutgers University mobile app.	Java	21020	4	3	4
si.nej.mobile.feri	digitaljerry/si.nej.mobile.feri	3165428	FERI Mobile App	JavaScript	24360	4	0	4
day11-30technologies30days-mobile-app-with-push-notification	shekhargulati/day11-30technologies30days-mobile-app-with-push-notification	14230857	The day 11 demo app. It is a mobile application with push notification using AeroGear	JavaScript	3112	4	2	4
CocoaFish	LearningTitanium/CocoaFish	2971251	Instant backend solution for your mobile apps	JavaScript	2149	4	2	4
node.js-youtube-scraper	jrcryer/node.js-youtube-scraper	2791865	jQuery Mobile App which scraps content from YouTube homepage	null	1956	4	3	4
ember-cli-proto-css	poetic/ember-cli-proto-css	25164994	CSS Framework for mobile apps with Cordova and Ember CLI. 	JavaScript	301	4	2	4
whereat-android	whereat/whereat-android	37745444	Mobile app to help actvists coordinate tactical communications during protests	Java	607	4	3	4
locationtracker	rajrsingh/locationtracker	24959131	HTML5 mobile app for tracking location with a simple sample LeafletJS map viewer	CSS	2186	4	7	4
uc-maps-mobile	almapp/uc-maps-mobile	50109157	UC Maps mobile app built with React Native	JavaScript	1114	4	2	4
JGBoilerplate	JoomGap/JGBoilerplate	45053032	A JoomGap starter project to create a hybrid mobile app for Joomla! CMS, powered by Cordova/PhoneGap, AngularJS and Ionic.	JavaScript	2979	4	10	4
AoDispor-Android	AoDispor/AoDispor-Android	49587103	Ao Dispor mobile app	Java	11777	4	0	4
somtoday_api	raketwissenschaftler/somtoday_api	24332245	A python wrapper for the api somtoday uses in their mobile app	Python	20	4	3	4
MapNav	ChrisXin/MapNav	39303672	An indoor Map Navigation mobile App, built with Java, XML, Google Android Sensor API	Java	4464	4	4	4
angular2-wordpress	smartbiz/angular2-wordpress	55289529	Build a Mobile App for your WordPress based business using Angular 2	HTML	506	4	4	4
Berry	Hayman/Berry	10836796	Cross platform mobile app framework for Xamarin	C#	438	4	2	4
PetSitter	MobileAppDevPetSitter/PetSitter	43512232	Pet Sitter Mobile App	Swift	2250	4	1	4
jxcore-tutorial-angular	karaxuna/jxcore-tutorial-angular	41643020	nodejs mobile app tutorial	JavaScript	45012	4	1	4
RTU_GROUP_PROJ	Kristaps-B/RTU_GROUP_PROJ	24032310	Mobile app for "Projektešanas laboratorijas" subject.	JavaScript	22896	4	0	4
wl-mobile	fnp/wl-mobile	1402643	Mobile app for Wolne Lektury	JavaScript	1735	4	1	4
ineedit	cfjedimaster/ineedit	1763201	repo for my mobile app	ActionScript	4278	4	1	4
shipmate	tmecklem/shipmate	16593398	A web application similar to testflight for private hosting and distribution of mobile apps for testing.	Ruby	21670	4	3	4
iOS-MAS-SDK	CAAPIM/iOS-MAS-SDK	55442837	iOS Mobile SDK for CA Mobile App Services and CA Mobile API Gateway	null	65636	4	2	4
zero	ekylibre/zero	18790776	Mobile app for tracking intelligency	null	18772	4	1	4
navio	cctmag/navio	12985302	Mobile [ App | Art | Action ] Group	Objective-C	21762	4	1	4
ti.version	danielmahon/ti.version	5877591	Python compile script to increment build versions for Appcelerator Titanium Mobile apps	Python	120	4	2	4
hesperian-mhealth-pregnancy-warning-signs	saqimtiaz/hesperian-mhealth-pregnancy-warning-signs	1634512	Mobile app using Hesperian content about warning signs during pregnancy	JavaScript	17106	4	2	4
penn-mobile-android	pennlabs/penn-mobile-android	16791473	Penn's mobile app for Android	Java	23197	4	0	4
ojoVoz_mobile	ojovoz/ojoVoz_mobile	3103841	A mobile app for sending georeferenced image and voice recordings from an Adroid phone to an email address. For more information, please go to http://sautiyawakulima.net/ojovoz	PHP	39874	4	6	4
arbiter-old	ROGUE-JCTD/arbiter-old	5606622	Arbiter is a mobile app for geospatial data collection in both connected and disconnected environments. 	JavaScript	134109	4	2	4
VocaDB-App	VocaDB/VocaDB-App	21620488	VocaDB mobile app build with cordova and ionic framework	JavaScript	61237	4	1	4
ShoppingPad	jj09/ShoppingPad	46108987	Multiplatform (Windows 10, Android, iOS) Mobile App built with Xamarin	C#	934	4	1	4
circulator-mobile	octolabs/circulator-mobile	711724	"Where's my bus?" mobile app for DC Circulator	Python	212	4	0	4
AppFiguresRanks	Smileek/AppFiguresRanks	30881181	Shows your mobile apps' ranks via AppFigures account	C#	616	4	0	4
meteor-file-registry	UK-AS-HIVE/meteor-file-registry	22616137	Functionality for media-sharing mobile apps, based on Meteor + Cordova	CoffeeScript	6487	4	0	4
SafestWay	jmealo/SafestWay	8379901	SafestWay is a mobile app that provides safe walking routes based on crime data.	JavaScript	11238	4	2	4
Course-Manager	daifu/Course-Manager	3842358	a ucla course manager on mobile app by Titanium	JavaScript	23640	4	1	4
angular-touch-faster	onemanclapping/angular-touch-faster	47943550	Set of directives to accelerate angular mobile apps even further	JavaScript	5	4	0	4
ActionFitnessMobile	gulerianitin/ActionFitnessMobile	24203910	An android mobile app  for fitness and exercise	Java	30396	4	0	4
cedos	ndsl-kaist/cedos	45167693	Cellular Data Offloading System for Delay-tolerant Mobile Apps	C	8160	4	1	4
ionic-autocomplete	ajayparsana/ionic-autocomplete	45670775	Auto complete box for ionic mobile app	JavaScript	1664	4	1	4
andbrain	AndbrainTeam/andbrain	61951182	LETS BUILD AWESOME MOBILE APPS USING THE EASIEST WAY	Java	107	4	1	4
ownercheck	FallibleInc/ownercheck	67116947	 Verify ownership of domains and mobile apps	HTML	81	4	0	4
mobile-ios-samples	CartoDB/mobile-ios-samples	60267686	iOS mobile app with Carto Mobile SDK	Objective-C++	52434	4	0	4
bordeaux.js	1000Memories/bordeaux.js	10653342	Create an interactive demo for your mobile app	JavaScript	7173	4	1	4
giftcycle	evolverine/giftcycle	4498799	Gift economy mobile app for exchanging free stuff through scavenger.org.uk, freecycle, etc.	JavaScript	3325	4	2	4
STARnotes	mlaguren/STARnotes	16647905	Demo mobile app for continuous integration using Appium	Objective-C	344	4	0	4
android-material-io	opozo/android-material-io	31845186	Android Material Design Google IO Mobile App	Java	19608	4	4	4
pickup	edwlook/pickup	17322858	Mobile app for finding impromptu sport events	JavaScript	5076	4	0	4
zurich_mobile	mysociety/zurich_mobile	7604108	Mobile app for Zurich version of FixMyStreet	JavaScript	16287	4	1	4
Top-10-Key-Performance-Techniques-for-Hybrid-mobile-Apps	mohamed-taman/Top-10-Key-Performance-Techniques-for-Hybrid-mobile-Apps	34928950	Top 10 Key Performance Techniques for Hybrid mobile Apps session	JavaScript	3768	4	1	4
appschopper	johnadam01/appschopper	5981351	Appschopper is a world renowned Mobile Apps development company which caters its services in Custom Mobile Apps Development for iPhone, iPad, Android, BlackBerry & Windows Phone.	null	48	4	0	4
wpapp	dodyrw/wpapp	3018812	WordPress plugin for data provider for WpApp Titanium Template for mobile app	PHP	127	4	1	4
git-mobile-for-github	WyomingSoftware/git-mobile-for-github	52533423	Git-Mobile is an IOS and Android mobile app to access GitHub.	null	1224	4	0	4
cinemair-front	Cinemair/cinemair-front	38997070	A Madrid open air cinema movie finder mobile app (with ionic!)	JavaScript	5411	4	0	4
nativeloop-mobile	nativeloop/nativeloop-mobile	66176733	⚡ developing native mobile apps just got a whole lot more awesome ⚡	JavaScript	251	4	0	4
Crunch	apsdehal/Crunch	18801158	A mobile app that lets you get most out of Muzi	JavaScript	8701	4	0	4
Android-Magento-Rest-Api-Integration	ipragmatech/Android-Magento-Rest-Api-Integration	39053525	This sample based on Android Platform that connects to Magento REST API and authenticate/authorise the customer to access the product lists from their mobile app.	Java	1328	4	3	4
Cargo-ios	fifty-five/Cargo-ios	43677252	Cargo iOS allows to integrate third party SDK to GTM for mobile apps	Objective-C	142	4	0	4
sliding-menu	danielcardoso/sliding-menu	23850411	Sliding Menu Plugin - Mobile app list-style navigation in the browser.	HTML	315	4	1	4
gof-patterns	mjumbewu/gof-patterns	949272	A simple "flash cards" mobile app for the Gang of Four design patterns.	JavaScript	1725	4	1	4
DontBullyMe	CeceXX/DontBullyMe	43208540	A mobile app that helps to fight violence, criminality and bullying.	Swift	228	4	0	4
tristar-eye	baldram/tristar-eye	51247009	The mobile app that helps to check current Tricity traffic status.	Java	21216	4	0	4
SeedToHarvest	aSchimp/SeedToHarvest	14033821	A cross-platform mobile app for crop records - designed with the organic farmer in mind.	Ruby	964	4	0	4
clinicaltrials-app	PhantomAppDevelopment/clinicaltrials-app	17604789	An Apache Flex mobile app that uses the ClinicalTrials API, Foursquare API and SQLite. 	ActionScript	611	4	1	4
campingstove	nblumoe/campingstove	2861093	Campingstove is a boilerplate for platform independent mobile app development with html5 and well structured, modularized javascript.	JavaScript	240	4	2	4
meteosuisse	bfritscher/meteosuisse	15362426	html/js client visualisation for meteosuisse rain/radar data provided by meteosuisse mobile app api	JavaScript	448	4	0	4
Recipes	gustavHsiung/Recipes	3490827	 a Titanium Mobile app following Chapter 2 of "Appcelerator Titanium Smartphone App Development Cookbook". 	JavaScript	33710	4	0	4
x10switch	harm/x10switch	15549333	A Ruby on Rails Mobile app (JQuery Mobile) that helps control X10 lighting using Heyu on Linux. 	Ruby	1748	4	1	4
wpreader	enoliglesias/wpreader	40919679	Cordova mobile application to read wordpress blog and generate a cross platform mobile app	JavaScript	562	4	1	4
iOS-MAS-Foundation	CAAPIM/iOS-MAS-Foundation	56534713	iOS Mobile SDK for CA Mobile App Services and CA Mobile API Gateway - MASFoundation Framework	Objective-C	19351	4	1	4
iToDo	Code-Munkeys/iToDo	20140537	(Objective-C, C#, NoSQL and JSON) A full stack approach to integrating mobile and server side technology... 1. Mobile App, 2. WebAPI, 3. Database	PowerShell	80356	4	0	4
TheCompassionateFatherApp	dsmedia/TheCompassionateFatherApp	1660026	"The Compassionate Father" is a story from the Bible and is part of the Open Bible Stories project. The contents of this repository contain the source code for a PhoneGap multi-platform mobile app that contains the text and plays a video in multiple languages.	Java	23326	4	2	4
MobileFlex	josephlabrecque/MobileFlex	36344833	A demo Adobe AIR project showing the basics of mobile app development with Apache Flex. Video tutorials at https://www.youtube.com/playlist?list=PLlWQCxntZmDq8UgPeXSShiK89Z4yJfi_2	null	360	4	0	4
