name	full_name	id	description	language	size	watchers	forks	stargazers_count
moorte	siteroller/moorte	169390	Mootools Wysiwyg/NAWTE Rich Text Editor - small, extensible!	JavaScript	3427	23	7	23
ember-froala	froala/ember-froala	41298354	Ember component for Froala WYSIWYG HTML Rich Text Editor.	JavaScript	499	23	13	23
vimrc	jalcine/vimrc	7555963	:seat: Options for my preferred text editor.	VimL	1965	23	4	23
django-trix	istrategylabs/django-trix	44617706	Basecamp's Trix rich text editor widget for Django	CSS	98	23	6	23
fervor	jangler/fervor	37223048	Graphical cross-platform text editor	Go	420	23	0	23
atom-seeing-is-believing	JoshCheek/atom-seeing-is-believing	20606405	Seeing is Believing integration for the Atom text editor.	CoffeeScript	60	23	4	23
koeeoadi	seanirby/koeeoadi	53951482	A Clojurescript web app for creating text editor themes. Built with Om Next.	Clojure	674	23	1	23
lovetext	felipefs/lovetext	30623288	Love Text is a simple, lightweight and extensible text editor.	C	356	23	1	23
bedazzle	capablemonkey/bedazzle	32971306	A faux rich text editor for Twitter via ascii -> unicode transforms	JavaScript	1678	23	1	23
atom-text-editor-repository	alanfranz/atom-text-editor-repository	41699828	Instructions for using a repository with official RPMs and DEBs for the Atom Text Editor	null	11	22	2	22
epiceditor-for-wordpress	sebnitu/epiceditor-for-wordpress	5136971	EpicEditor for WordPress enables a Markdown text editor to be used along side WordPress' default text editor.	JavaScript	260	22	0	22
SublimePaneNavigation	borist/SublimePaneNavigation	10072196	Increased keyboard functionality for navigation between tabs and split panes in Sublime Text editor	Python	174	22	4	22
atom-hg	victor-torres/atom-hg	54078016	Mercurial support for Atom text editor. Works on Linux, Mac OS X and Windows.	CoffeeScript	35	22	3	22
JCEditor	cristian-henrique/JCEditor	47045009	Text editor created in Java	Java	82297	21	3	21
frozen	FelipeMartinin/frozen	15554378	Frozen - A text editor theme	CSS	99070	21	2	21
wysihtml-rails	Voog/wysihtml-rails	15079864	Wysihtml text editor for Rails assets pipeline.	Ruby	2762	21	1	21
Lavendeux	rscarson/Lavendeux	51856807	Lavendeux inlines calculating, programming and testing utilities into your favourite text editor.	C	54877	21	1	21
TextareaServer	epeli/TextareaServer	1334800	Server for opening external text editors from Chrome	CoffeeScript	208	20	3	20
android-quickeditor	googledrive/android-quickeditor	13748659	A text editor to open and modify text files based on Querying samples for Google Drive Android API	Java	4542	20	18	20
radiant-textile_editor-extension	jgarber/radiant-textile_editor-extension	56148	Adds a toolbar to make editing pages and snippets written in Textile easier.	JavaScript	151	19	11	19
EditBone	bonecode/EditBone	32215538	Text Editor for Windows	Pascal	20741	19	4	19
sublime-drupal	phase2/sublime-drupal	4810787	Sets up Sublime Text editor for Drupal development	Shell	113	19	23	19
mp-5.x	angelortega/mp-5.x	2040298	Minimum Profit Text Editor	C	2011	19	3	19
codemirror.dart	google/codemirror.dart	25178558	A Dart wrapper around the CodeMirror text editor.	Dart	2164	18	17	18
graphviz-preview	jumpkick/graphviz-preview	21486121	GraphViz preview package for Atom text editor	CoffeeScript	898	18	7	18
geany-dark-scheme	dflock/geany-dark-scheme	32106440	Dark syntax theme for the Geany text editor.	Rebol	296	18	14	18
codeigniter-utilities	RoverWire/codeigniter-utilities	3742552	CodeIgniter utilities and library snippets for Sublime Text Editor	null	113	18	13	18
Carto-sublime	yohanboniface/Carto-sublime	10904120	Carto syntax highlighter and autocompletion for Sublime Text editor	Python	173	18	3	18
rad	fromheten/rad	35444993	🚲 Programmers environment & hackers text editor 🚲	Clojure	172	18	0	18
cloudfall	antimatter15/cloudfall	4924508	A simple text editor that syncs to dropbox	JavaScript	827	18	2	18
editor-background	camel-chased/editor-background	34992929	Background image/animation for atom text editor	CoffeeScript	16013	18	2	18
quantum-shell	sedabull/quantum-shell	29901476	An experimental terminal emulator for the Atom text editor	CoffeeScript	2483	18	1	18
lua.vim	vim-scripts/lua.vim	1944710	Lua file type plug-in for the Vim text editor	VimL	310	18	1	18
Django-Template	jbergantine/Django-Template	519830	Django Template syntax mode for the Panic Coda 1.x and SubEthaEdit text editors	Perl	154	18	0	18
smultron	vijaykiran/smultron	381107	Smultron Text Editor for Mac OS X	Objective-C	7058	17	3	17
atom-react-native-autocomplete	TOP-Chao/atom-react-native-autocomplete	49546003	React-Native autocompletion for Atom text editor! 	JavaScript	823	17	3	17
sublime-useful-ruby-snippets	accessd/sublime-useful-ruby-snippets	5705826	Ruby snippets for Sublime Text Editor http://www.sublimetext.com/	null	113	17	3	17
editxt	editxt/editxt	837783	EditXT - a programmer's text editor for Mac OS X	Python	4630	17	4	17
iated	docwhat/iated	767890	It's All Text! Editor Daemon	Ruby	1652	17	1	17
Android-WYSIWYG-Editor	irshuLx/Android-WYSIWYG-Editor	57431867	:pager: A text editor written in Android using native components in the content tree. Integrate easily to work with web based WYSIWYG's.	Java	17456	17	6	17
FastSharp	mmanela/FastSharp	2045885	FastSharp is a text editor which lets you quickly compile and run C#, F# and Visual Basic code without opening up Visual Studio.	C#	448	17	7	17
HAML.sugar	fullsailor/HAML.sugar	375527	A Sugar plugin to support the HAML language in the Espresso text editor.	null	103	17	0	17
meghanada-server	mopemope/meghanada-server	67041316	A Java IDE Server for your editor. Java IDE-like features to your favourite text editor.	Java	1044	17	1	17
CCRichTextEditor	ddrccw/CCRichTextEditor	8700302	利用UIWebView实现富文本编辑。尝试obj-c与javascript交互。 使用AudioSession实现录音及播放。  	Objective-C	13331	16	4	16
Chromeless-Standalone-Text-Editor-with-Ace	taboca/Chromeless-Standalone-Text-Editor-with-Ace	1568963		JavaScript	570	16	5	16
ArteJS	vistaprint/ArteJS	13994851	A powerful, extensible, flexible, cross-browser rich text editor	JavaScript	5073	16	14	16
woot	kroky/woot	26130838	Collaborative rich text editor	CoffeeScript	23	16	3	16
atom-devdocs	masnun/atom-devdocs	17549656	Devdocs documentation browser for Atom text editor	JavaScript	8	16	5	16
l3afpad	stevenhoneyman/l3afpad	2964312	Simple text editor forked from Leafpad, supports GTK+ 3.x	C	1014	16	10	16
crdt-edit	jasongilman/crdt-edit	20665967	Experimental collaborative text editor built on CRDTs	Clojure	426	16	2	16
monokaffee	mthjones/monokaffee	184328	A theme for the Espresso text editor based off of Monokai for Textmate	null	70	16	6	16
atom-linter-less	josa42/atom-linter-less	23833077	Linter plug in for Less in the Atom text editor	JavaScript	58	16	2	16
SublimeTextPreview	iafan/SublimeTextPreview	5469129	Map local files to URLs and preview them in browser (Sublime Text editor plugin)	Python	104	16	3	16
V	DJMcMayhem/V	53098206	A golfing language inspired by everybody's favorite text editor, vim.	VimL	3489	16	2	16
stratus	stratuseditor/stratus	3401569	a web based programmer's text editor	CoffeeScript	483	16	0	16
DriveCode	willscott/DriveCode	6946591	Chrome Text editor linked to Google Drive	JavaScript	361	16	0	16
HTE	plotnikoff/HTE	767510	Pure HTML/JS rich text editor, without ContentEditable or desgnMode	JavaScript	536	16	1	16
JRichTextEditor	hdijkema/JRichTextEditor	9631628	A rich text editor for Swing - uses structured XML as format	Java	6399	15	12	15
MRichTextEditor	Anchakor/MRichTextEditor	12760766	A Qt QTextEdit wrapper implementing a basic rich-text editor.	C++	236	15	9	15
markdown-text-editor	tovic/markdown-text-editor	18029115	As mentioned in the title above.	JavaScript	291	15	6	15
spree_editor	divineforest/spree_editor	1173833	Rich text editor for Spree with Image and File uploading in-place	Ruby	107	15	172	15
mousepad	codebrainz/mousepad	2503795	A simple text editor for Xfce.	C	3176	15	2	15
ios-quickeditor	googledrive/ios-quickeditor	31783413	A sample text editor for iOS illustrating how to open and save files with the Google Drive API 	Objective-C	448	15	16	15
Milotic	vicky002/Milotic	49626686	Color Full Theme for All Text Editors! 	null	822	15	2	15
rushmate	schlu/rushmate	42194	Creates a bridge between rush ruby shell + ssh and textmate your favorite text editor	Ruby	248	15	0	15
textile_editor_helper	katgironpe/textile_editor_helper	3142334	Textile Editor Helper gem for Rails	Ruby	428	14	9	14
DTRichTextEditorDemo	odrobnik/DTRichTextEditorDemo	5454502	Demo for DTRichTextEditor.framework	Objective-C	1483	14	5	14
TextEditorDemo	lfb-cd/TextEditorDemo	36128195	swift：textEditorDemo一个简单的富文本编辑器	Swift	23772	14	3	14
le	lavv17/le	8697154	LE text editor	C++	1589	14	3	14
django-elrte	coordt/django-elrte	905503	Using the elrte rich text editor within Django without creating dependencies	JavaScript	978	14	9	14
ng.ckeditor	miamarti/ng.ckeditor	28830636	The best web text editor for everyone [Angular JS]	JavaScript	39	14	8	14
fsharp-sublime	pblasucci/fsharp-sublime	7524330	F# package for Sublime 2 text editor	null	112	14	1	14
encryptedgist	srpeck/encryptedgist	67886066	Client-side encrypted text editor to sync with Gists	CSS	714	14	4	14
SZRichTextView	fireblue/SZRichTextView	14858416	SZRichTextView is yet another implementation of rich text editor on iOS, aiming to be light-weight, fast and convenient.	Objective-C	738	14	5	14
TSQLEasy	tosher/TSQLEasy	19424953	TSQL Easy is a plugin for Sublime Text editor (ver. 2/3) that adds possibility to read/write/execute sql requests to Microsoft SQL Server through the use of pyodbc library.	Python	724	14	8	14
0xVim	DanielRapp/0xVim	4020992	The vim text editor ported to dcpu-16 asm!	DCPU-16 ASM	104	14	1	14
ex_sponge	fcgrx/ex_sponge	9445591	A real-time HTML filter and WYSIWYG / Microsoft Word / Rich Text editor cleanup plugin for ExpressionEngine	PHP	222	14	0	14
modern-editor	quanglam2807/modern-editor	46948323	Modern Editor is a text editor for Windows 10 (Universal App Platform), built on ReactJS, WinJS and Ace	JavaScript	226	14	1	14
Writer	goldsborough/Writer	22983471	PyQt Text Editor	Python	660	13	9	13
smultron	kjk/smultron	289409	Text editor for Mac	Objective-C	3255	13	5	13
Python-Notepad	six519/Python-Notepad	1277511	A basic text editor created in Python with Tkinter	Python	92	13	17	13
TrollEdit	Innovators-Team10/TrollEdit	2650635	Students project. AST driven QT based text editor with graphical enhancements	C++	33543	13	11	13
xed	linuxmint/xed	50362900	X-Apps [Text] Editor (Cross-DE, backward-compatible, GTK3, traditional UI)	C	17566	13	6	13
ionic-preview	cabaag/ionic-preview	32125231	Preview your ionic apps in the atom text editor	CoffeeScript	257	13	4	13
RText	bobbylight/RText	13198054	A syntax highlighting, code folding, programmer's text editor written in Swing.  http://bobbylight.github.io/RText/	Java	56328	13	9	13
editor-extras	yui/editor-extras	2447669	A collection of text editor syntax files and other extras for working with YUI.	VimL	137	13	5	13
richie	dnewcome/richie	871343	Richie is a Javascript rich text editor for mobile and desktop browsers	JavaScript	164	13	2	13
angular-minieditor	jerryhsia/angular-minieditor	29915635	A mini text editor for angularjs.	HTML	196	13	2	13
jquery.uix.editable	yanickrochon/jquery.uix.editable	802949	A lightweight expandable rich text editor for JQuery UI using the widget factory standards	JavaScript	596	13	3	13
php-hyperclick	harikt/php-hyperclick	50250918	PHP hyperclick package for atom text editor, open your files on the go	PHP	19	13	2	13
noedit	noedit/noedit	33389306	Noedit Text Editor, a text editor written in 100% pure JavaScript (Node.js)	JavaScript	256	13	0	13
CSS-Color-Marker	unsyllable/CSS-Color-Marker	47452915	A versatile color marker for CSS created to help designers/developers view assigned color values without leaving the text-editor or hover insist.	JavaScript	139	13	3	13
ry-v02	kiasaki/ry-v02	45708338	A scheme based version of ry, a basic modal text editor.	Scheme	206	13	1	13
ritzy-demo	ritzyed/ritzy-demo	40746446	Demo of Ritzy: Collaborative web-based rich text editor	JavaScript	84	13	1	13
RichEditor	renhui/RichEditor	45106298	An useful Rich Text Editor for Android. you can use it edit and edit something . i think this is what you want	Java	3671	13	4	13
co	leahsteinberg/co	44992120	collaborative text editor, uses woot. front end in Elm, back in node.	JavaScript	5582	13	0	13
RAConsoleEditor	Augustyniak/RAConsoleEditor	53209000	RAConsoleEditor is an Xcode plugin which makes it really easy to browse Xcode console logs in external text editors.	Swift	1241	13	1	13
Simple-Java-Text-Editor	pH-7/Simple-Java-Text-Editor	4240901	:memo: PHNotepad is a simple Java text/code editor (notepad) written in Java. It has also nice features such as Search tool, Find/Replace text/code, Auto completion, Nice Image Buttons for better UX, etc.	Java	555	12	17	12
ICSharpCode.TextEditor	KindDragon/ICSharpCode.TextEditor	6446287	ICSharpCode.TextEditor for WinForms	C#	536	12	9	12
language-robot-framework	wingyplus/language-robot-framework	20857167	Robot Framework grammar for Atom Text Editor.	CoffeeScript	150	12	10	12
ZF2Helper	pipe-devnull/ZF2Helper	7378758	Zend Framework 2 helper for Sublime Text editor that helps automate the creation of new modules, controllers and actions.	Python	227	12	10	12
kate-coffeescript	max99x/kate-coffeescript	1524796	A KDE Advanced Text Editor (Kate) syntax highlighter for CoffeeScript.	null	179	12	3	12
scite	LuaDist/scite	953475	SciTE is a SCIntilla based Text Editor	C++	2232	12	1	12
texty	jackdoe/texty	2794970	lightweight text editor for MacOSX Lion	Objective-C	896	12	1	12
amp	jmacdonald/amp	30156692	A text editor for your terminal. :guitar:	Rust	527	12	1	12
sublime-code-preview	misaxi/sublime-code-preview	8570334	Preview compiled code (e.g. CoffeeScript, TypeScript) in sublime text editor.	Python	186	12	2	12
atext-changeset	dmitryuv/atext-changeset	24528928	A library for building collaborative rich-text editors using operational transformation	JavaScript	200	12	2	12
sublime_drush	vaanwd/sublime_drush	6079638	A simple package to run Drupal drush from Sublime Text editor.	Python	101	12	3	12
dotatom	FundingCircle/dotatom	39006476	Config for the Atom text editor	CoffeeScript	3204	12	1	12
textjure	Chouser/textjure	79752	Programmer's text editor with integrated Clojure REPL (ultra-pre-alpha)	Clojure	104	12	0	12
Coda-TODO-plugin	Yizen/Coda-TODO-plugin	48807139	A sidebar plugin for the Coda text editor from Panic that lists TODO and FIXME in the active document	HTML	50	12	3	12
HackLime	pravj/HackLime	19338972	Sublime-Text Editor plugin to compile/run using HackerEarth's API	Python	152	12	1	12
ed-cheat-sheet	pkrumins/ed-cheat-sheet	391073	This is ed (the unix text editor) cheat sheet. It lists all the commands and how to do line addressing.	null	113	12	3	12
kb_javascript_framework	Xeoncross/kb_javascript_framework	838626	A tiny JavaScript framework for AJAX requests, Modals, Text Editors, Lightboxes, DOM handling, and effects in 5kB	JavaScript	124	12	0	12
edbee	edbee/edbee	12524969	Text Editor and C++ Editor Component for Qt. Multi-caret, Textmate grammar and highlighting support.	C++	1942	12	1	12
live	maca/live	1478272	Live is like irb only it is meant to be used from a text editor	Ruby	100	12	0	12
Notepad3	rizonesoft/Notepad3	46102589	Notepad like text editor based on the Scintilla source code. Notepad3 based on code from Notepad2 and MiniPath on code from metapath.	C++	3320	12	2	12
Cuis-Smalltalk-StyledTextEditor	bpieber/Cuis-Smalltalk-StyledTextEditor	3932476	A high quality Styled Text Model and Editor for Cuis Smalltalk	Smalltalk	28246	11	5	11
plantuml	mrohland/plantuml	35424829	Plantuml package for Atom Text Editor	CoffeeScript	232	11	5	11
atom-updater	mehcode/atom-updater	37971150	Automatic updates (on Linux) for the Atom text editor	JavaScript	12	11	3	11
TECOC	blakemcbride/TECOC	36622998	TECOC - TECO text editor	C	784	11	0	11
sublimetext-silverstripe	jelicanin/sublimetext-silverstripe	3723694	SilverStripe Helpers & Snippets for Sublime Text editor	PHP	160	11	3	11
py_curses_editor	firecat53/py_curses_editor	8207892	Configurable curses text editor class	Python	237	11	2	11
tilde	gphalkes/tilde	7976150	The Tilde text editor	C++	1404	11	0	11
redmine_editor_preview_tab	tleish/redmine_editor_preview_tab	50941882	The Redmine Editor Preview Tab Extension adds a preview tab to the Redmine text editor, similar to the editor on Github.	JavaScript	64	11	3	11
sublime-xdk-package	gomobile/sublime-xdk-package	30316394	A package for the Sublime Text editor that allows you to direct the focus of key Intel XDK activities, including starting an Emulate, Test or Debug session from your Sublime edit window.	Python	70	11	6	11
hyperpad	noffle/hyperpad	63182743	 :bamboo: The peer-to-peer collaborative text editor.	JavaScript	9	11	0	11
gedit_flex	julien/gedit_flex	196478	ActionScript and MXML syntax for the gEdit text editor	null	71	11	0	11
earthworm.foam	onecrayon/earthworm.foam	372481	A dark, earthy theme for the Espresso text editor for Mac	null	103	11	0	11
se	screen-editor/se	8989196	se is a screen oriented version of the classic UNIX text editor ed.	C	466	11	1	11
Text-Editor	narendran/Text-Editor	1816667	A *very* light weight text editor in Python..	Python	93	10	13	10
android_external_nano	cvpcs/android_external_nano	716798	NANO terminal text editor ported to android	C	2728	10	35	10
Editor	george-popoiu/Editor	5463360	A basic text editor written in Java.	Java	205	10	17	10
markitup_rails	jwigal/markitup_rails	2969865	Rails 3.1 engine for Markitup Text Editor	JavaScript	238	10	6	10
edd	psss/edd	41298023	Always use your favorite text editor, anywhere.	Shell	24	10	4	10
atom-monokai-extended	danielgtaylor/atom-monokai-extended	17239551	Extended Monokai theme for the Atom text editor	CSS	186	10	3	10
AkelPad_scripts	Infocatcher/AkelPad_scripts	5714603	Scripts for AkelPad text editor with Scripts plugin	JavaScript	2089	10	3	10
stretto	stretto-editor/stretto	56234087	A text editor from the 22nd century	Go	294	10	2	10
dvi-go	dforsyth/dvi-go	1236794	dvi text editor in go	Go	288	10	0	10
MikrotikScript	Kentzo/MikrotikScript	16693528	Syntax highlighting and completions for the Mikrotik Scripting language for the Sublime Text editor	JavaScript	58	10	4	10
haxe-pad	ianharrigan/haxe-pad	13966595	Pluggable text editor using HaxeUI - Very much a work in progress	Haxe	8523	10	5	10
syncopate	coreyti/syncopate	207350	A very simple rich text editor (RTE) in jQuery and Disco	JavaScript	114	10	2	10
modern-editor	franciscop/modern-editor	46630382	A rich text editor for the modern web	JavaScript	892	10	0	10
react-native-richtext-editor	HoneyBook/react-native-richtext-editor	62552743	A Flexible Rich Text Editor for React Native	HTML	3195	10	2	10
NeoEditor	tylerlong/NeoEditor	17537940	An extensible text editor for the 21st Century following Github Atom's example	JavaScript	5612	10	1	10
taskmate	svenfuchs/taskmate	163462	Simplistic TextMate bundle for getting more done with your favorite missing text editor.	Ruby	91	10	3	10
miniedit	parmaja/miniedit	1529678	Mini text editor with highlighting code, made for PHP, Pascal, D, HTML and css or any text code.	Pascal	1583	10	2	10
editor.js	gleicon/editor.js	977742	node.js and diff patch match based multi user text editor (proof of concept)	JavaScript	256	10	0	10
ace-mode-twig	heygrady/ace-mode-twig	8414975	A mode for the Ace JavaScript text editor for highlighting Twig templates.	JavaScript	128	10	0	10
buffer_tests	4th-dimention/buffer_tests	44424971	A public domain experiment to measure characteristics of various text buffer data structures, for the text editor project 4coder (4coder is not public domain).	C++	208	10	4	10
ConvertLinebreaks.sugar	onecrayon/ConvertLinebreaks.sugar	2405475	Adds actions to convert between different types of linebreaks in Espresso text editor for Mac	JavaScript	104	10	1	10
LineAdornments	tomasr/LineAdornments	227291	A sample VS2010 extension that hilights the current line in the text editor	C#	116	10	0	10
leggie	wiktor-b/leggie	25324476	A pretty, legible 6x12 and 9x18 bitmap font with over 1700 glyphs. Perfect for terminals and text editors.	C	95	10	0	10
Slim-Sugar	slim-template/Slim-Sugar	2414098	A "Sugar" to add support for the Slim Template Language to the Espresso text editor from MacRabbits.  	null	109	10	1	10
advanced-text-editor	jLukeC/advanced-text-editor	11624961	an advanced text editor made in python. Can handle multiple windows and the major mac shortcuts	Python	220	9	10	9
RichTextEditor	akshaydugar/RichTextEditor	58447317	Replacement for Android's EditText, which allows user to input text with formatting (WYSIWYG)	Java	929	9	5	9
TextEditor	rchrd2/TextEditor	43270150	Simple Text Editor for Sandstorm built with MeteorJS	HTML	194	9	2	9
angular-inline-text-editor	Blitzen/angular-inline-text-editor	32337711	A very basic WYSIWYG inline editor for AngularJS	JavaScript	1095	9	4	9
Draft	coppolaemilio/Draft	8932981	Rich text editor for elementaryOS	Python	109	9	4	9
TextFlow	textflow/TextFlow	417237	Clean and customizable text editor	Python	643	9	4	9
Conky-GUI	givanse/Conky-GUI	4344087	Text editor for Conky configuration files.	Scala	1288	9	4	9
cozy-editor	cozy/cozy-editor	6869266	A cozy text editor	JavaScript	3021	9	2	9
editor	mazarf/editor	24660004	Text editor using ncurses library	C	146	9	2	9
PagesTextEdit	dimkanovikov/PagesTextEdit	19339151	Qt page based text editor (like OO Writer, MS Word, etc.)	C++	270	9	4	9
ged	8l/ged	25416271	simple gtk text editor written in c	C	140	9	4	9
MODX-Placeholders	mkay/MODX-Placeholders	24456443	MODX Placeholders Snippets for the Sublime Text Editor 	Shell	130	9	3	9
retext	fzumstein/retext	8039162	Forked from sourceforge. ReText is a simple but powerful text editor for Markdown and reStructuredText. 	Python	753	9	3	9
vibenotes	rejectedsoftware/vibenotes	4084453	A fast and slim real-time collaborative text editor 	JavaScript	297	9	3	9
speech-tagger	cosmicexplorer/speech-tagger	40948283	tag parts of speech with nlp libraries for use in text editors	Emacs Lisp	31818	9	3	9
atom-ruby-debugger	johanlunds/atom-ruby-debugger	30575411	Simple Ruby-debugger for Github's text editor Atom	CoffeeScript	2576	9	2	9
ih.textile_editor.ee_addon	imagehat/ih.textile_editor.ee_addon	162021	Textile Editor Helper (TEH) toolbar for EE 1.6.x	JavaScript	123	9	1	9
despin	past/despin	322623	A text editor for Firefox	JavaScript	2212	9	1	9
spotify-remote	theHazzard/spotify-remote	45590915	Remote control for spotify without leaving your favorite text editor!	CoffeeScript	15	9	2	9
Sublime-W3CValidators	dubharmonic/Sublime-W3CValidators	14720572	W3C markup validator package for the Sublime Text 2 text editor.	JavaScript	153	9	2	9
MightEMacs	italia389/MightEMacs	43406025	Fast and full-featured Emacs text editor	C	2433	9	0	9
chef-dev-workstation	scarolan/chef-dev-workstation	16954940	Chef cookbook for setting up a test-driven cookbook development environment.  Includes vim, nano and emacs text editors, and a suite of tools and plugins to help you test as you develop	Ruby	594	9	5	9
wysiwyg-cake	froala/wysiwyg-cake	16730957	CakePHP Plugin for Froala Javascript WYSIWYG Text Editor. The editor is free only for non-commercial projects. For commercial applications you have to purchase a license from	JavaScript	1214	9	4	9
atom-sftp	jules-r/atom-sftp	17783696	SFTP/FTP client for Atom text editor	CoffeeScript	177	9	0	9
virn	jkramer/virn	191422	Rename lots of files using your favorite text editor.	Shell	116	9	1	9
react-editor-component	NextThought/react-editor-component	28921252	Rich text editor content editable react component	JavaScript	126	9	0	9
swizzle	chrissimpkins/swizzle	12716054	A dark Markdown theme for the Mou and Lightpaper Markdown text editors	Shell	220	9	0	9
nbespin	bengl/nbespin	545849	A text editor with Bespin Embedded as a frontend and Node.js as a backend.	CoffeeScript	100	9	0	9
RichTextComposer	shirejiang/RichTextComposer	21204460	A simple demo which use webView as rich text editor.	Objective-C	868	9	0	9
angularTextEditor	vitconte/angularTextEditor	16643800	Text Editor with AngularJS	null	176	8	2	8
TextPad	maxistar/TextPad	2543820	Simple Text Editor for Android	Java	770	8	5	8
E-Max	glyph/E-Max	5149152	Emacs keybindings for the Sublime Text editor.	Python	32	8	10	8
Java-Notepad	six519/Java-Notepad	1277707	A basic text editor created in Java	Java	3	8	11	8
default-text-editor	eclipselabs/default-text-editor	34222491	Makes the internal text editor of Eclipse to be the default editor for unknown files.	Java	213	8	1	8
rich-text-fragment	rupertbates/rich-text-fragment	8180938	A rich text editor for Android	Java	523	8	5	8
SuperbEdit	SuperbEdit/SuperbEdit	24451142	Superbe Text Editor	C#	1375	8	2	8
writeily	jffrymrtn/writeily	19151064	Android markdown text editor app	C	2918	8	3	8
tea-qt	psemiletov/tea-qt	51516922	TEA text editor	C++	790	8	2	8
android-rich-text-editor	adelnizamutdinov/android-rich-text-editor	18573117	playground	Java	1452	8	2	8
ih.textile_editor.ee2_addon	imagehat/ih.textile_editor.ee2_addon	678059	Textile Editor Helper (TEH) toolbar for EE	JavaScript	160	8	3	8
sublime-task-timer	jcowgar/sublime-task-timer	8895182	A simple task timer for Sublime Text Editor	Python	103	8	4	8
sublime-netlinx	amclain/sublime-netlinx	19333842	Develop AMX NetLinx projects in the Sublime Text editor.	NetLinx	509	8	3	8
ember-froala-editor	froala/ember-froala-editor	53005035	Ember component for Froala WYSIWYG HTML Rich Text Editor.	JavaScript	1573	8	6	8
latex.sugar	pkalkul/latex.sugar	251420	Latex syntax sugar for the Espresso text editor	null	75	8	5	8
efte	lanurmi/efte	42006666	eFTE is a fork of FTE -- Folding Text Editor	C++	2645	8	4	8
Enyo-Calliope	rafabernad/Enyo-Calliope	4088492	An Enyo based graphical text editor	JavaScript	149	8	3	8
file_browser	eric1234/file_browser	830996	Web-based File Manager with Rich Text editor integration	Ruby	352	8	4	8
symbols-list	7ute/symbols-list	57117257	An alternate symbol list sidebar for Atom.io text editor	CoffeeScript	274	8	7	8
tor	kybin/tor	14360795	terminal text editor	Go	1293	8	0	8
InputfieldAceEditor	adamkiss/InputfieldAceEditor	6945362	[DISCONTINUED] Better ProcessWire text editor for developers and at least 'a little' tech savvy clients.	CSS	1292	8	5	8
Code-Font	TyGoss/Code-Font	14745844	Code-Font is an extension for the text editor Brackets that allows you to change the font of the coding window to one of ten popular Google Fonts.	null	128	8	13	8
JavaIME	tushortz/JavaIME	40699139	Turn your Sublime text into a java completion text editor.	JavaScript	3243	8	2	8
syntaxic	msipos/syntaxic	31066260	Open source text editor: Syntaxic	C++	3802	8	1	8
yui-rte-tables	bgkittrell/yui-rte-tables	902176	Table Editor for Yui's Rich Text Editor	JavaScript	100	8	0	8
mt-plugin-table-feature-for-tinymce	movabletype/mt-plugin-table-feature-for-tinymce	4896566	Add table feature to TinyMCE, that is default rich text editor of Movable Type 5.2 or later.	CSS	134	8	3	8
EditPlus	vim-scripts/EditPlus	4462877	A color scheme that mimics the standard scheme found in the EditPlus text editor	VimL	100	8	3	8
gedit-plugin-indent-converter	disfated/gedit-plugin-indent-converter	1810621	Plugin for Gedit text editor that adds feature to converts tabs to spaces and spaces to tabs	Python	104	8	3	8
Getan	bgarber/Getan	30836357	Getan - a modern text editor for old school programmers	C	110	8	0	8
tedit	lewish/tedit	7765048	Porting gedit to the terminal, a branch from Sanos simple text editor.	C	170	8	0	8
language-archlinux	fusion809/language-archlinux	60397772	Arch Linux development package for the Atom text editor (https://atom.io). 	CoffeeScript	91	8	1	8
gh2caret	thomaswilburn/gh2caret	14965006	To Caret, From Github: a demo plugin that sends source code from GitHub to Chrome OS's best text editor	JavaScript	140	8	2	8
Smarty-syntax-coloration-for-GEdit	dandelionmood/Smarty-syntax-coloration-for-GEdit	1688196	Provides a Smarty syntax coloration file for GEdit (or any GTKSourceView related text editor)	Shell	97	8	0	8
snowball	chrissimpkins/snowball	12854348	A light, clean Markdown text editor theme for the Mou and Lightpaper Markdown editors	Shell	2042	8	1	8
Akelpad-syntax-highlighting	Lenchik/Akelpad-syntax-highlighting	8361647	Syntax themes for AkelPad text editor with Coder plugin (AutoHotkey, AviSynth, BibTeX, Grub4Dos, KiXtart, LaTeX, nnCron, Smarty, plain text and many more other syntax highlighting)	null	1427	8	0	8
IT-Edit	mrcyberfighter/IT-Edit	53237642	It-Edit: an integrated terminal programming text-editor with many functionalities like a manpage reader, a documentation registering with direct accessing mechanism and many others settings and features.	C	24659	8	1	8
RTEditor	Tulakshana/RTEditor	4660767	RTEditor is a rich text editor which you can include in any iOS app. It is built using both HTML5 and Objective C. You can easily include RTEditor to any app written in Objective C. It supports bold, italic, underline, un-ordered lists, ordered lists, undo and redo. It also allow users to use markdown. This can be deployed in iOS5 or greater versions.	C	160	8	1	8
TextEditor	Mads-Clausen/TextEditor	9130983	A text editor written in C++.	C++	1078	7	4	7
XwtPlus.TextEditor	luiscubal/XwtPlus.TextEditor	18780575	A port of Mono.TextEditor to Xwt.	C#	1018	7	1	7
Wodo.TextEditor_release	kogmbh/Wodo.TextEditor_release	26686115	Wodo.TextEditor: OpenDocument Text Documents Editor (release repo, for package/dependency managers)	JavaScript	1262	7	4	7
html-text-editor	tovic/html-text-editor	23667845	This is the HTML version of the previous plugin called MTE → https://github.com/tovic/markdown-text-editor	JavaScript	178	7	0	7
parchment	gpbmike/parchment	3437217	A rich text editor	JavaScript	887	7	2	7
